product_id,brand,product_name,category,variants_sizes,current_image,external_image_url,source_url,current_display_image_url
21,Royal Canin,Royal Canin Persian Kitten Dry Cat Food,cat_food,"[{""variant_id"": 53, ""size"": ""400 g""}, {""variant_id"": 54, ""size"": ""2 KG""}]",media/products/product-21-Royal-Canin_suuwoj,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-21-Royal-Canin_suuwoj
22,Royal Canin,Royal Canin Kitten Dry Cat Food,digestive,"[{""variant_id"": 55, ""size"": ""400 g""}, {""variant_id"": 56, ""size"": ""2 KG""}, {""variant_id"": 23320, ""size"": ""400g""}]",media/products/product-22-Royal-Canin_os7vej,https://cdn.shopify.com/s/files/1/0565/8021/0861/files/Main_39677e75-c7f9-40b8-b681-3a460a1aee6f.png?v=1767784496,https://supertails.com/products/royal-canin-kitten-cat-dry-food-lmadd,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-22-Royal-Canin_os7vej
23,Royal Canin,Royal Canin Hairball Care Adult Dry Cat Food,cat_food,"[{""variant_id"": 57, ""size"": ""400 g""}, {""variant_id"": 58, ""size"": ""2 KG""}]",media/products/product-23-Royal-Canin_gkcizp,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-23-Royal-Canin_gkcizp
24,Drools,Drools Adult Ocean Fish Dry Cat Food,cat_food,"[{""variant_id"": 59, ""size"": ""400 g""}, {""variant_id"": 60, ""size"": ""1.2 KG""}, {""variant_id"": 61, ""size"": ""3 KG""}]",media/products/product-24-Drools_oeyia5,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-24-Drools_oeyia5
25,Drools,Drools Adult Chicken Dry Cat Food,cat_food,"[{""variant_id"": 62, ""size"": ""400 g""}, {""variant_id"": 63, ""size"": ""1.2 KG""}, {""variant_id"": 64, ""size"": ""3 KG""}]",media/products/product-25-Drools_g7spuj,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-25-Drools_g7spuj
26,Drools,Drools Kitten Dry Cat Food,cat_food,"[{""variant_id"": 65, ""size"": ""400 g""}, {""variant_id"": 66, ""size"": ""1.2 KG""}]",media/products/product-26-Drools_thussi,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-26-Drools_thussi
27,Purepet,Purepet Adult Ocean Fish Dry Cat Food,cat_food,"[{""variant_id"": 67, ""size"": ""400 g""}, {""variant_id"": 68, ""size"": ""1.2 KG""}, {""variant_id"": 69, ""size"": ""3 KG""}]",media/products/product-27-Purepet_dpkzqp,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-27-Purepet_dpkzqp
28,Purepet,Purepet Adult Tuna Dry Cat Food,cat_food,"[{""variant_id"": 71, ""size"": ""1.2 KG""}, {""variant_id"": 70, ""size"": ""400 g""}, {""variant_id"": 72, ""size"": ""3 KG""}]",media/products/product-28-Purepet_zbkoxa,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-28-Purepet_zbkoxa
29,Purepet,Purepet Kitten Dry Cat Food,cat_food,"[{""variant_id"": 73, ""size"": ""400 g""}, {""variant_id"": 74, ""size"": ""1.2 KG""}]",media/products/product-29-Purepet_jjpyf4,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-29-Purepet_jjpyf4
30,Sheba,Sheba Tuna & Snapper Premium Wet Cat Food,cat_food,"[{""variant_id"": 75, ""size"": ""85 g""}, {""variant_id"": 76, ""size"": ""1.02 KG""}]",media/products/product-30-Sheba_eo8ygl,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-30-Sheba_eo8ygl
31,Sheba,Sheba Chicken Premium Wet Cat Food,cat_food,"[{""variant_id"": 77, ""size"": ""85 g""}, {""variant_id"": 78, ""size"": ""1.02 KG""}]",media/products/product-31-Sheba_zyptig,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-31-Sheba_zyptig
32,Pedigree,Pedigree Adult Chicken & Vegetables Dry Dog Food,dog_food,"[{""variant_id"": 79, ""size"": ""1 KG""}, {""variant_id"": 80, ""size"": ""3 KG""}, {""variant_id"": 81, ""size"": ""10 KG""}]",media/products/product-32-aee30f96c1b5_zphjyt,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-32-aee30f96c1b5_zphjyt
33,Pedigree,Pedigree Adult Meat & Rice Dry Dog Food,dog_food,"[{""variant_id"": 82, ""size"": ""1 KG""}, {""variant_id"": 84, ""size"": ""10 KG""}, {""variant_id"": 83, ""size"": ""3 KG""}]",media/products/product-33-Pedigree_fnnuaq,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-33-Pedigree_fnnuaq
34,Pedigree,Pedigree Puppy Chicken & Milk Dry Dog Food,dog_food,"[{""variant_id"": 86, ""size"": ""3 KG""}, {""variant_id"": 87, ""size"": ""10 KG""}, {""variant_id"": 85, ""size"": ""1.2 KG""}]",media/products/product-34-Pedigree_ti1xwc,,,https://res.cloudinary.com/thcjbrcq/image/upload/v1/media/products/product-34-Pedigree_ti1xwc
